timestamp,src_ip,dst_ip,src_name,dst_name,src_type,dst_type,src_vlan,dst_vlan,bytes,delay_ms,hops,status,loss_reason
0.0,10.1.0.0,10.128.0.10,Client_0,EXAM_SERVER,pc,server,101,128,1500,4.273192865328832,4,delivered,none
0.06,10.1.1.0,10.128.0.20,Client_1,EMAIL_SERVER,pc,server,102,128,1500,4.733747982800487,4,delivered,none
0.12,10.1.2.0,10.128.0.30,Client_2,CLOUD_SERVER,pc,server,103,128,1500,7.845796797581221,6,delivered,none
0.18,10.1.3.0,10.128.0.10,Client_3,EXAM_SERVER,pc,server,104,128,1500,4.9976745330060695,4,delivered,none
0.24,10.1.4.0,10.128.0.20,Client_4,EMAIL_SERVER,pc,server,105,128,1500,6.036391875002117,5,delivered,none
0.3,10.1.5.0,10.128.0.30,Client_5,CLOUD_SERVER,pc,server,106,128,1500,4.498469772278914,4,delivered,none
0.36,10.1.6.0,10.128.0.10,Client_6,EXAM_SERVER,pc,server,107,128,1500,4.258630145485451,4,delivered,none
0.42,10.1.7.0,10.128.0.20,Client_7,EMAIL_SERVER,pc,server,108,128,1500,4.012074925706026,4,delivered,none
0.48,10.1.8.0,10.128.0.30,Client_8,CLOUD_SERVER,pc,server,101,128,1500,9.635445314447278,8,delivered,none
0.54,10.1.9.0,10.128.0.10,Client_9,EXAM_SERVER,pc,server,102,128,1500,3.6948503696606614,4,delivered,none
0.6,10.1.10.0,10.128.0.20,Client_10,EMAIL_SERVER,pc,server,103,128,1500,6.631078817241563,7,delivered,none
0.6599999999999999,10.1.11.0,10.128.0.30,Client_11,CLOUD_SERVER,pc,server,104,128,1500,6.493431231073362,5,delivered,none
0.72,10.1.12.0,10.128.0.10,Client_12,EXAM_SERVER,pc,server,105,128,1500,5.804088903544125,5,delivered,none
0.78,10.1.13.0,10.128.0.20,Client_13,EMAIL_SERVER,pc,server,106,128,1500,4.365205317424885,4,delivered,none
0.84,10.1.14.0,10.128.0.30,Client_14,CLOUD_SERVER,pc,server,107,128,1500,4.915424217294019,4,delivered,none
0.8999999999999999,10.1.15.0,10.128.0.10,Client_15,EXAM_SERVER,pc,server,108,128,1500,4.032477866177953,4,delivered,none
0.96,10.1.16.0,10.128.0.20,Client_16,EMAIL_SERVER,pc,server,101,128,1500,5.9027241844410785,6,delivered,none
1.02,10.1.17.0,10.128.0.30,Client_17,CLOUD_SERVER,pc,server,102,128,1500,5.093993281420625,5,delivered,none
1.08,10.1.18.0,10.128.0.10,Client_18,EXAM_SERVER,pc,server,103,128,1500,8.481385081818527,5,delivered,none
1.14,10.1.19.0,10.128.0.20,Client_19,EMAIL_SERVER,pc,server,104,128,1500,4.720447294182284,4,delivered,none
1.2,10.1.20.0,10.128.0.30,Client_20,CLOUD_SERVER,pc,server,105,128,1500,4.582028977200967,4,delivered,none
1.26,10.1.21.0,10.128.0.10,Client_21,EXAM_SERVER,pc,server,106,128,1500,6.535117114796504,5,delivered,none
1.3199999999999998,10.1.22.0,10.128.0.20,Client_22,EMAIL_SERVER,pc,server,107,128,1500,6.148152323938094,5,delivered,none
1.38,10.1.23.0,10.128.0.30,Client_23,CLOUD_SERVER,pc,server,108,128,1500,4.1373421411151465,4,delivered,none
1.44,10.1.24.0,10.128.0.10,Client_24,EXAM_SERVER,pc,server,101,128,1500,4.502303838189087,4,delivered,none
1.5,10.1.25.0,10.128.0.20,Client_25,EMAIL_SERVER,pc,server,102,128,1500,5.583020291666231,5,delivered,none
1.56,10.1.26.0,10.128.0.30,Client_26,CLOUD_SERVER,pc,server,103,128,1500,4.46830860896771,4,delivered,none
1.6199999999999999,10.1.27.0,10.128.0.10,Client_27,EXAM_SERVER,pc,server,104,128,1500,4.933167584517406,4,delivered,none
1.68,10.1.28.0,10.128.0.20,Client_28,EMAIL_SERVER,pc,server,105,128,1500,5.25552902554894,5,delivered,none
1.74,10.1.29.0,10.128.0.30,Client_29,CLOUD_SERVER,pc,server,106,128,1500,4.007186111006248,4,delivered,none
1.7999999999999998,10.1.30.0,10.128.0.10,Client_30,EXAM_SERVER,pc,server,107,128,1500,4.791418492890122,5,delivered,none
1.8599999999999999,10.1.31.0,10.128.0.20,Client_31,EMAIL_SERVER,pc,server,108,128,1500,4.294170328140073,4,delivered,none
1.92,10.1.32.0,10.128.0.30,Client_32,CLOUD_SERVER,pc,server,101,128,1500,4.6017234837132035,4,delivered,none
1.98,10.1.33.0,10.128.0.10,Client_33,EXAM_SERVER,pc,server,102,128,1500,4.362365420721488,4,delivered,none
2.04,10.1.34.0,10.128.0.20,Client_34,EMAIL_SERVER,pc,server,103,128,1500,3.9158504460733274,4,delivered,none
2.1,10.1.35.0,10.128.0.30,Client_35,CLOUD_SERVER,pc,server,104,128,1500,4.24038805307571,4,delivered,none
2.16,10.1.36.0,10.128.0.10,Client_36,EXAM_SERVER,pc,server,105,128,1500,5.009554321930757,4,delivered,none
2.2199999999999998,10.1.37.0,10.128.0.20,Client_37,EMAIL_SERVER,pc,server,106,128,1500,4.947674638799333,4,delivered,none
2.28,10.1.38.0,10.128.0.30,Client_38,CLOUD_SERVER,pc,server,107,128,1500,7.906594976354545,7,delivered,none
2.34,10.1.39.0,10.128.0.10,Client_39,EXAM_SERVER,pc,server,108,128,1500,5.8691745435349665,5,delivered,none
2.4,10.1.40.0,10.128.0.20,Client_40,EMAIL_SERVER,pc,server,101,128,1500,5.43513397098328,5,delivered,none
2.46,10.1.41.0,10.128.0.30,Client_41,CLOUD_SERVER,pc,server,102,128,1500,6.246529537907547,5,delivered,none
2.52,10.1.42.0,10.128.0.10,Client_42,EXAM_SERVER,pc,server,103,128,1500,4.999983807372933,4,delivered,none
2.58,10.1.43.0,10.128.0.20,Client_43,EMAIL_SERVER,pc,server,104,128,1500,4.569033910962979,4,delivered,none
2.6399999999999997,10.1.44.0,10.128.0.30,Client_44,CLOUD_SERVER,pc,server,105,128,1500,4.565038054619088,4,delivered,none
2.6999999999999997,10.1.45.0,10.128.0.10,Client_45,EXAM_SERVER,pc,server,106,128,1500,6.9464327137477575,5,delivered,none
2.76,10.1.46.0,10.128.0.20,Client_46,EMAIL_SERVER,pc,server,107,128,1500,4.906359117102976,4,delivered,none
2.82,10.1.47.0,10.128.0.30,Client_47,CLOUD_SERVER,pc,server,108,128,1500,8.957936459035922,7,delivered,none
2.88,10.1.48.0,10.128.0.10,Client_48,EXAM_SERVER,pc,server,101,128,1500,4.568891066561632,4,delivered,none
2.94,10.1.49.0,10.128.0.20,Client_49,EMAIL_SERVER,pc,server,102,128,1500,4.737291886169782,4,delivered,none
3.0,10.1.50.0,10.128.0.30,Client_50,CLOUD_SERVER,pc,server,103,128,1500,5.144531919384725,4,delivered,none
3.06,10.1.51.0,10.128.0.10,Client_51,EXAM_SERVER,pc,server,104,128,1500,4.46776186681491,4,delivered,none
3.12,10.1.52.0,10.128.0.20,Client_52,EMAIL_SERVER,pc,server,105,128,1500,4.395864189045633,5,delivered,none
3.1799999999999997,10.1.53.0,10.128.0.30,Client_53,CLOUD_SERVER,pc,server,106,128,1500,5.316819857237375,4,delivered,none
3.2399999999999998,10.1.54.0,10.128.0.10,Client_54,EXAM_SERVER,pc,server,107,128,1500,6.539111102313622,5,delivered,none
3.3,10.1.55.0,10.128.0.20,Client_55,EMAIL_SERVER,pc,server,108,128,1500,6.067061773119267,5,delivered,none
3.36,10.1.56.0,10.128.0.30,Client_56,CLOUD_SERVER,pc,server,101,128,1500,4.500016709981326,4,delivered,none
3.42,10.1.57.0,10.128.0.10,Client_57,EXAM_SERVER,pc,server,102,128,1500,4.5739708931689735,4,delivered,none
3.48,10.1.58.0,10.128.0.20,Client_58,EMAIL_SERVER,pc,server,103,128,1500,4.920194849676452,4,delivered,none
3.54,10.1.59.0,10.128.0.30,Client_59,CLOUD_SERVER,pc,server,104,128,1500,4.082624192279444,4,delivered,none
3.5999999999999996,10.1.60.0,10.128.0.10,Client_60,EXAM_SERVER,pc,server,105,128,1500,5.150350566923498,4,delivered,none
3.6599999999999997,10.1.61.0,10.128.0.20,Client_61,EMAIL_SERVER,pc,server,106,128,1500,5.991978058217353,5,delivered,none
3.7199999999999998,10.1.62.0,10.128.0.30,Client_62,CLOUD_SERVER,pc,server,107,128,1500,6.911664242887959,5,delivered,none
3.78,10.1.63.0,10.128.0.10,Client_63,EXAM_SERVER,pc,server,108,128,1500,5.209931885865938,4,delivered,none
3.84,10.1.64.0,10.128.0.20,Client_64,EMAIL_SERVER,pc,server,101,128,1500,4.437095551647216,4,delivered,none
3.9,10.1.65.0,10.128.0.30,Client_65,CLOUD_SERVER,pc,server,102,128,1500,5.047416870109791,4,delivered,none
